,id_code,id_name,state,E31_amnt,E80_amnt,E81_amnt,E91_amnt
122,47212800100000,ROANOKE REGIONAL AIRPORT COMMISSION,VIRGINIA,        3620,        4861,        5045,
123,47213000100000,STAUNTON CITY,VIRGINIA,        1725,        3657,        2676,        3674
124,47213000100000,MIDDLE RIVER REGIONAL JAIL AUTHORITY,VIRGINIA,        1725,        3657,        2676,        3674
125,47213100100000,SUFFOLK CITY,VIRGINIA,        4056,        3958,        6762,       22730
126,47213200100000,VIRGINIA BEACH CITY,VIRGINIA,        1301,       56535,       35959,       54163
127,47213200100000,HAMPTON ROADS SANITATION DISTRICT,VIRGINIA,        1301,       56535,       35959,       54163
128,47213300100000,WAYNESBORO CITY,VIRGINIA,         246,        2954,        1843,        1741
129,47213400100000,WILLIAMSBURG CITY,VIRGINIA,        1104,        3609,         725,        1751
130,47213500100000,WINCHESTER CITY,VIRGINIA,        1933,        7253,        1768,        6969
131,47213500100000,HANDLEY REGIONAL LIBRARY,VIRGINIA,        1933,        7253,        1768,        6969
132,47213500100000,FREDERICK-WINCHESTER SERVICE AUTHORITY,VIRGINIA,        1933,        7253,        1768,        6969
133,47213780100000,EMPORIA CITY,VIRGINIA,         353,        1358,         766,        1140
134,47213880100000,SALEM CITY,VIRGINIA,        1101,        3513,        6121,        4776
135,47213880100000,WESTERN VIRGINIA REGIONAL JAIL AUTHORITY,VIRGINIA,        1101,        3513,        6121,        4776
136,47214090100000,MANASSAS CITY,VIRGINIA,,       11210,        2938,        5583
137,47214090100000,PRINCE WILLIAM-MANASSAS DENTENTION CENTER,VIRGINIA,,       11210,        2938,        5583
138,47214190100000,MANASSAS PARK CITY,VIRGINIA,         448,         200,         821,        4165
139,47214290100000,POQUOSON CITY,VIRGINIA,         167,         817,         461,
140,47404135000000,GREENSVILLE COUNTY WATER AND SEWER AUTHORITY,VIRGINIA,,        1776,,        1205
0,44000000000000,TEXAS,TEXAS,       62916,       12836,       57752,
1,44101101100000,BASTROP COUNTY,TEXAS,         904,,          45,
2,44101101100000,SMITHVILLE HOSPITAL AUTHORITY,TEXAS,         904,,          45,
3,44101101100000,BASTROP IND SCH DIST 901,TEXAS,         904,,          45,
4,44101101100000,ELGIN IND SCH DIST 902,TEXAS,         904,,          45,
5,44101101100000,MC DADE RURAL IND SCH DIST 905,TEXAS,         904,,          45,
6,44101101100000,SMITHVILLE IND SCH DIST 904,TEXAS,         904,,          45,
7,44101301300000,BEE COUNTY,TEXAS,         712,,,
8,44101301300000,BEEVILLE IND SCH DIST 901,TEXAS,         712,,,
9,44101301300000,PAWNEE IND SCH DIST 902,TEXAS,         712,,,
10,44101301300000,PETTUS IND SCH DIST 903,TEXAS,         712,,,
11,44101301300000,SKIDMORE-TYNON IND SCH DISTRICT 905,TEXAS,         712,,,
12,44101301300000,COASTAL BEND COLLEGE,TEXAS,         712,,,
13,44101401400000,BELL COUNTY,TEXAS,        5335,,           5,
14,44101401400000,KILLEEN CITY,TEXAS,        5335,,           5,
15,44101401400000,TEMPLE CITY,TEXAS,        5335,,           5,
16,44101401400000,HARKER HEIGHTS CITY,TEXAS,        5335,,           5,
17,44101401400000,BELL COUNTY WATER CONTROL AND IMPROVEMENT DISTRICT 1,TEXAS,        5335,,           5,
18,44101401400000,TEMPLE CITY HOUSING AUTHORITY,TEXAS,        5335,,           5,
19,44101401400000,CENTRAL COUNTIES CTR FOR MENTAL HEALTH AND MENTAL RET SERVICES,TEXAS,        5335,,           5,
20,44101401400000,ACADEMY IND SCH DIST 901,TEXAS,        5335,,           5,
21,44101401400000,BARTLETT IND SCH DIST 902,TEXAS,        5335,,           5,
22,44101401400000,BELTON IND SCH DIST 903,TEXAS,        5335,,           5,
23,44101401400000,HOLLAND IND SCH DIST 905,TEXAS,        5335,,           5,
24,44101401400000,KILLEEN IND SCH DIST 906,TEXAS,        5335,,           5,
25,44101401400000,ROGERS IND SCH DIST 907,TEXAS,        5335,,           5,
26,44101401400000,SALADO IND SCH DIST 908,TEXAS,        5335,,           5,
27,44101401400000,TROY IND SCH DIST 910,TEXAS,        5335,,           5,
28,44101401400000,TEMPLE IND SCH DIST 909,TEXAS,        5335,,           5,
29,44101401400000,TEMPLE JUNIOR COLLEGE,TEXAS,        5335,,           5,
30,44101401400000,CENTRAL TEXAS COLLEGE,TEXAS,        5335,,           5,
31,44101501500000,BEXAR COUNTY,TEXAS,        7251,        2268,,
32,44101501500000,ALAMO HEIGHTS CITY,TEXAS,        7251,        2268,,
33,44101501500000,SAN ANTONIO CITY,TEXAS,        7251,        2268,,
34,44101501500000,SANDY OAKS CITY,TEXAS,        7251,        2268,,
35,44101501500000,HELOTES CITY,TEXAS,        7251,        2268,,
36,44101501500000,SAN ANTONIO HOUSING AUTHORITY,TEXAS,        7251,        2268,,
37,44101501500000,SAN ANTONIO RIVER AUTHORITY,TEXAS,        7251,        2268,,
38,44101501500000,BEXAR COUNTY EMERGENCY SERVICES DISTRICT 10,TEXAS,        7251,        2268,,
39,44101501500000,VIA METRO TRANSIT AUTHORITY,TEXAS,        7251,        2268,,
40,44101501500000,BEXAR COUNTY HOUSING AUTHORITY,TEXAS,        7251,        2268,,
41,44101501500000,ALAMO HEIGHTS IND SCH DIST 901,TEXAS,        7251,        2268,,
42,44101501500000,JUDSON IND SCH DIST 916,TEXAS,        7251,        2268,,
43,44101501500000,EAST CENTRAL IND SCH DISTRICT 911,TEXAS,        7251,        2268,,
44,44101501500000,EDGEWOOD IND SCH DIST 905,TEXAS,        7251,        2268,,
45,44101501500000,FT SAM HOUSTON INDEPENDENT SCH DIST 914,TEXAS,        7251,        2268,,
46,44101501500000,HARLANDALE IND SCH DIST 904,TEXAS,        7251,        2268,,
47,44101501500000,LACKLAND IND SCH DIST 913,TEXAS,        7251,        2268,,
48,44101501500000,NORTH EAST IND SCH DIST 910,TEXAS,        7251,        2268,,
49,44101501500000,NORTHSIDE IND SCH DIST 915,TEXAS,        7251,        2268,,
50,44101501500000,RANDOLPH FIELD IND SCHOOL DISTRICT 906,TEXAS,        7251,        2268,,
51,44101501500000,ALAMO COMM COLLEGE DISTRICT,TEXAS,        7251,        2268,,
52,44101501500000,SAN ANTONIO IND SCH DIST 907,TEXAS,        7251,        2268,,
53,44101501500000,SOMERSET IND SCH DIST 909,TEXAS,        7251,        2268,,
54,44101501500000,SOUTH SAN ANTONIO IND SCH DISTRICT 908,TEXAS,        7251,        2268,,
55,44101501500000,SOUTHSIDE IND SCH DIST 917,TEXAS,        7251,        2268,,
56,44101501500000,SOUTHWEST INDEPENDENT SCH DIST,TEXAS,        7251,        2268,,
57,44101501500000,REGION XX EDUCATION SERVICE CTR,TEXAS,        7251,        2268,,
58,44101601600000,BLANCO COUNTY,TEXAS,         227,,,
59,44101601600000,BLANCO IND SCH DIST 902,TEXAS,         227,,,
60,44101601600000,JOHNSON CITY IND SCH DIST 901,TEXAS,         227,,,
76,44102002000000,BRAZORIA COUNTY,TEXAS,        3629,,,
77,44102002000000,BRAZORIA CITY,TEXAS,        3629,,,
78,44102002000000,SANDY POINT CITY,TEXAS,        3629,,,
79,44102002000000,PEARLAND CITY,TEXAS,        3629,,,
80,44102002000000,BRAZORIA COUNTY DRAINAGE DISTRICT 4,TEXAS,        3629,,,
81,44102002000000,PORT FREEPORT,TEXAS,        3629,,,
82,44102002000000,BRAZORIA COUNTY MUD 26,TEXAS,        3629,,,
83,44102002000000,BRAZORIA COUNTY MUD 21,TEXAS,        3629,,,
84,44102002000000,BRAZORIA COUNTY MUD 3,TEXAS,        3629,,,
85,44102002000000,SWEENY HOSPITAL DISTRICT,TEXAS,        3629,,,
86,44102002000000,ANGLETON-DANBURY HOSPITAL DISTRICT,TEXAS,        3629,,,
87,44102002000000,ALVIN IND SCH DIST 901,TEXAS,        3629,,,
88,44102002000000,ANGLETON IND SCH DIST 902,TEXAS,        3629,,,
89,44102002000000,BRAZOSPORT IND SCH DISTRICT 905,TEXAS,        3629,,,
90,44102002000000,DAMON IND SCH DIST 910,TEXAS,        3629,,,
91,44102002000000,DANBURY IND SCH DIST 904,TEXAS,        3629,,,
92,44102002000000,PEARLAND IND SCH DIST 908,TEXAS,        3629,,,
93,44102002000000,SWEENY IND SCH DIST 906,TEXAS,        3629,,,
94,44102002000000,COLUMBIA BRAZORIA IND SCH DIST 907,TEXAS,        3629,,,
95,44102002000000,BRAZOSPORT COLLEGE,TEXAS,        3629,,,
96,44102002000000,ALVIN COMMUNITY COLLEGE,TEXAS,        3629,,,
97,44102102100000,BRAZOS COUNTY,TEXAS,        3275,,,
98,44102102100000,BRYAN CITY,TEXAS,        3275,,,
99,44102102100000,COLLEGE STATION CITY,TEXAS,        3275,,,
100,44102102100000,BRAZOS TRANSIT DISTRICT,TEXAS,        3275,,,
101,44102102100000,BRAZOS COUNTY MUD 1,TEXAS,        3275,,,
102,44102102100000,COLLEGE STATION IND SCH DISTRICT 901,TEXAS,        3275,,,
103,44102102100000,BRYAN IND SCH DISTRICT 902,TEXAS,        3275,,,
104,44103103100000,CAMERON COUNTY,TEXAS,        2862,,          43,
105,44103103100000,BROWNSVILLE CITY,TEXAS,        2862,,          43,
106,44103103100000,HARLINGEN CITY,TEXAS,        2862,,          43,
107,44103103100000,SAN BENITO CITY HOUSING AUTHORITY,TEXAS,        2862,,          43,
108,44103103100000,CAMERON COUNTY EMERGENCY SERVICES DISTRICT 1,TEXAS,        2862,,          43,
109,44103103100000,BROWNSVILLE IND SCH DIST 901,TEXAS,        2862,,          43,
110,44103103100000,HARLINGEN IND SCH DISTRICT 903,TEXAS,        2862,,          43,
111,44103103100000,LA FERIA IND SCH DIST 905,TEXAS,        2862,,          43,
112,44103103100000,LOS FRESNOS CONS IND SCH DIST 906,TEXAS,        2862,,          43,
113,44103103100000,PORT ISABEL IND SCH DIST 909,TEXAS,        2862,,          43,
114,44103103100000,RIO HONDO IND SCH DIST 911,TEXAS,        2862,,          43,
115,44103103100000,SAN BENITO CONS IND SCH DISTRICT 912,TEXAS,        2862,,          43,
116,44103103100000,SANTA MARIA IND SCH DIST 913,TEXAS,        2862,,          43,
117,44103103100000,SANTA ROSA IND SCH DIST 914,TEXAS,        2862,,          43,
118,44103103100000,TEXAS SOUTHMOST COLLEGE,TEXAS,        2862,,          43,
119,44103103100000,SOUTH TEXAS INDEPENDENT SCHOOL DIST 916,TEXAS,        2862,,          43,
120,44104304300000,COLLIN COUNTY,TEXAS,       12085,,,
121,44104304300000,ALLEN CITY,TEXAS,       12085,,,
122,44104304300000,FRISCO CITY,TEXAS,       12085,,,
123,44104304300000,MCKINNEY CITY,TEXAS,       12085,,,
124,44104304300000,PLANO CITY,TEXAS,       12085,,,
125,44104304300000,NORTH TEXAS MUNICIPAL WATER DISTRICT,TEXAS,       12085,,,
126,44104304300000,NORTH TEXAS TOLLWAY AUTHORITY,TEXAS,       12085,,,
127,44104304300000,COLLIN COUNTY WCID 3,TEXAS,       12085,,,
128,44104304300000,ALLEN IND SCH DIST 901,TEXAS,       12085,,,
129,44104304300000,ANNA IND SCH DIST 902,TEXAS,       12085,,,
130,44104304300000,BLUE RIDGE IND SCH DIST 917,TEXAS,       12085,,,
131,44104304300000,CELINA IND SCH DIST 903,TEXAS,       12085,,,
132,44104304300000,COMMUNITY IND SCH DIST 918,TEXAS,       12085,,,
133,44104304300000,FARMERSVILLE IND SCH DIST 904,TEXAS,       12085,,,
134,44104304300000,FRISCO INDEP SCH DISTRICT 905,TEXAS,       12085,,,
135,44104304300000,LOVEJOY IND SCH DIST 919,TEXAS,       12085,,,
136,44104304300000,MCKINNEY IND SCH DISTRICT 907,TEXAS,       12085,,,
137,44104304300000,MELISSA IND SCH DIST 908,TEXAS,       12085,,,
138,44104304300000,PLANO IND SCH DIST 910,TEXAS,       12085,,,
139,44104304300000,PRINCETON IND SCH DISTRICT 911,TEXAS,       12085,,,
140,44104304300000,PROSPER INDEP SCH DISTRICT 912,TEXAS,       12085,,,
141,44104304300000,WYLIE IND SCH DIST,TEXAS,       12085,,,
142,44104304300000,COLLIN COUNTY COMMUNITY COLLEGE,TEXAS,       12085,,,
143,44105705700000,DALLAS COUNTY,TEXAS,       16970,,,
144,44105705700000,ADDISON TOWN,TEXAS,       16970,,,
145,44105705700000,CARROLLTON CITY,TEXAS,       16970,,,
146,44105705700000,CEDAR HILL CITY,TEXAS,       16970,,,
147,44105705700000,DALLAS CITY,TEXAS,       16970,,,
148,44105705700000,FARMERS BRANCH CITY,TEXAS,       16970,,,
149,44105705700000,GARLAND CITY,TEXAS,       16970,,,
150,44105705700000,GRAND PRAIRIE CITY,TEXAS,       16970,,,
151,44105705700000,HIGHLAND PARK CITY,TEXAS,       16970,,,
152,44105705700000,IRVING CITY,TEXAS,       16970,,,
153,44105705700000,MESQUITE CITY,TEXAS,       16970,,,
154,44105705700000,RICHARDSON CITY,TEXAS,       16970,,,
155,44105705700000,ROWLETT CITY,TEXAS,       16970,,,
156,44105705700000,DALLAS COUNTY PARK CITIES MUNICIPAL UTILITY DISTRICT,TEXAS,       16970,,,
157,44105705700000,DALLAS CITY HOUSING AUTHORITY,TEXAS,       16970,,,
158,44105705700000,DALLAS AREA RAPID TRANSIT,TEXAS,       16970,,,
159,44105705700000,METROCREST HOSPITAL AUTHORITY,TEXAS,       16970,,,
160,44105705700000,BALCH SPRINGS HOUSING AUTHORITY,TEXAS,       16970,,,
161,44105705700000,DALLAS COUNTY UTILITY AND RECLAMATION DISTRICT,TEXAS,       16970,,,
162,44105705700000,CARROLLTON-FARMERS BR SCHOOL DIST 903,TEXAS,       16970,,,
163,44105705700000,CEDAR HILL IND SCH DISTRICT 904,TEXAS,       16970,,,
164,44105705700000,COPPELL IND SCH DIST 922,TEXAS,       16970,,,
165,44105705700000,DALLAS IND SCH DISTRICT 905,TEXAS,       16970,,,
166,44105705700000,DE SOTO IND SCH DIST 906,TEXAS,       16970,,,
167,44105705700000,DUNCANVILLE IND SCH DISTRICT 907,TEXAS,       16970,,,
168,44105705700000,GARLAND IND SCH DIST 909,TEXAS,       16970,,,
169,44105705700000,GRAND PRAIRIE IND SCH DISTRICT 910,TEXAS,       16970,,,
170,44105705700000,HIGHLAND PARK IND SCH DIST 911,TEXAS,       16970,,,
171,44105705700000,IRVING IND SCH DISTRICT 912,TEXAS,       16970,,,
172,44105705700000,LANCASTER IND SCH DISTRICT 913,TEXAS,       16970,,,
173,44105705700000,MESQUITE IND SCH DISTRICT 914,TEXAS,       16970,,,
174,44105705700000,RICHARDSON IND SCH DISTRICT 916,TEXAS,       16970,,,
175,44105705700000,SUNNYVALE IND SCH DISTRICT 919,TEXAS,       16970,,,
176,44105705700000,REGION X EDUCATION SERVICE CENTR,TEXAS,       16970,,,
177,44105705700000,DALLAS COMMUNITY COLLEGE DIST,TEXAS,       16970,,,
178,44106106100000,DENTON COUNTY,TEXAS,       11086,,,
179,44106106100000,AUBREY CITY,TEXAS,       11086,,,
180,44106106100000,DENTON CITY,TEXAS,       11086,,,
181,44106106100000,LEWISVILLE CITY,TEXAS,       11086,,,
182,44106106100000,FLOWER MOUND CITY,TEXAS,       11086,,,
183,44106106100000,WESTLAKE TOWN,TEXAS,       11086,,,
184,44106106100000,DENTON COUNTY TRANSIT AUTHORITY,TEXAS,       11086,,,
185,44106106100000,DENTON COUNTY EMERGENCY SERVICES DISTRICT 1,TEXAS,       11086,,,
186,44106106100000,DENTON COUNTY FRESH WATER SUPPLY DISTRICT 11-A,TEXAS,       11086,,,
187,44106106100000,UPPER TRINITY REGIONAL WATER DISTRICT,TEXAS,       11086,,,
188,44106106100000,DENTON COUNTY HOUSING FINANCE CORPORATION,TEXAS,       11086,,,
189,44106106100000,DENTON COUNTY FRESH WATER SUPPLY DISTRICT 1E,TEXAS,       11086,,,
190,44106106100000,DENTON COUNTY FRESH WATER SUPPLY DISTRICT 6,TEXAS,       11086,,,
191,44106106100000,DENTON COUNTY FRESH WATER SUPPLY DISTRICT 7,TEXAS,       11086,,,
192,44106106100000,DENTON COUNTY FRESH WATER SUPPLY DISTRICT 8A,TEXAS,       11086,,,
193,44106106100000,BELMONT FWSD 2 OF DENTON COUNTY,TEXAS,       11086,,,
194,44106106100000,CANYON FALLS WCID 2,TEXAS,       11086,,,
195,44106106100000,LAKE CITIES MUNICIPAL UTILITY AUTHORITY,TEXAS,       11086,,,
196,44106106100000,ARGYLE INDEPENDENT SCH DISTRICT 910,TEXAS,       11086,,,
197,44106106100000,AUBREY IND SCH DISTRICT 907,TEXAS,       11086,,,
198,44106106100000,DENTON IND SCH DISTRICT 901,TEXAS,       11086,,,
